rank	name	verdict
11102	brevo-python	
11103	diskimage-builder	
11104	librouteros	tp
11105	ngboost	notp
11106	teslajsonpy	notp
11107	py-directus	notp
11108	pyln-client	
11109	gliner2	
11110	outerbounds	
11111	py-iam-expand	tp
11112	pyln-bolt7	
11113	minisbd	tp
11114	ob-metaflow-extensions	
11115	ploomber-extension	notp
11116	tonsdk	
11117	warchant-dc-schema	notp
11118	endec	notp
11119	cvxpy-base	notp
11120	vmware-vapi-common-client	notp
11121	datashape	
11122	arrow-odbc	tp
11123	aws-cdk-aws-imagebuilder	notp
11124	pyctcdecode	notp
11125	wyhash	notp
11126	hyperleaup	notp
11127	arn	
11128	haystack-pydoc-tools	
11129	running-process	
11130	django-viewflow	
11131	pansi	notp
11132	django-components	notp
11133	koji	
11134	python-forge	notp
11135	xarray-datatree	notp
11136	hdx-python-utilities	tp
11137	alibabacloud-vpc20160428	notp
11138	fastapi-utilities	
11139	edx-submissions	notp
11140	locales	
11141	siphashc	tp
11142	apache-airflow-providers-apache-pinot	notp
11143	marvin	
11144	pika-stubs	notp
11145	requests-negotiate-sspi	notp
11146	ydiff	notp
11147	torch-directml	notp
11148	meross-iot	notp
11149	pyspark-data-sources	
11150	cdktf-cdktf-provider-random	notp
11151	letta	
11152	dependencies	
11153	apache-airflow-providers-microsoft-psrp	notp
11154	kekik	notp
11155	trieve-py-client	
11156	goose3	notp
11157	django-db-geventpool	notp
11158	quadrilateral-fitter	notp
11159	xar	notp
11160	antropy	notp
11161	py-solc-x	notp
11162	tensorrt-cu13	notp
11163	teradata	notp
11164	kedro-mlflow	tp
11165	verl	notp
11166	moz-sql-parser	notp
11167	acryl-datahub-dagster-plugin	notp
11168	cryptg	notp
11169	zope-browsermenu	notp
11170	chromedriver-binary	notp
11171	edx-celeryutils	notp
11172	geckordp	
11173	fbmessenger	notp
11174	geodatasets	notp
11175	sshkeyboard	notp
11176	delegator-py	notp
11177	supertokens-python	notp
11178	cupy-cuda11x	tp
11179	datetype	notp
11180	nocasedict	tp
11181	hatch-regex-commit	notp
11182	pythran-openblas	notp
11183	overpunch	notp
11184	panflute	notp
11185	prisma-sase	notp
11186	compas	notp
11187	mkdocs-markdownextradata-plugin	notp
11188	openbabel-wheel	tp
11189	winrmcp	notp
11190	django-nonrelated-inlines	notp
11191	fuzzyfinder	tp
11192	fedora-messaging	tp
11193	django-leaflet	notp
11194	pycolmap	tp
11195	xmacro	notp
11196	pycalverter	
11197	purify	notp
11198	can-ada	notp
11199	p-tqdm	notp
11200	unfoldnd	notp
11201	django-fsm-log	tp
11202	spidev	notp
11203	schema2pyarrow	notp
11204	pingparsing	tp
11205	sax	
11206	python-manilaclient	
11207	dbt-coverage	notp
11208	yookassa	
11209	nbzip	
11210	flake8-deprecated	notp
11211	fastcrud	notp
11212	odc-geo	notp
11213	coinbase-advanced-py	notp
11214	pybindgen	notp
11215	types-tree-sitter-languages	notp
11216	passagemath-glpk	notp
11217	scikit-fem	notp
11218	slackblocks	notp
11219	cronex	notp
11220	apache-airflow-providers-apache-hdfs	notp
11221	erppeek	
11222	dbt-metabase	tp
11223	urlman	notp
11224	pyric	
11225	nb-clean	notp
11226	cvc5	notp
11227	django-authlib	notp
11228	edxval	notp
11229	httplib2shim	notp
11230	perceptron	
11231	tensorrt-cu13-libs	notp
11232	pybatchexecute	notp
11233	uiautomator	notp
11234	lti-consumer-xblock	notp
11235	scikit-learn-extra	notp
11236	os-brick	
11237	sentinel	notp
11238	dcor	notp
11239	sqlalchemy-citext	notp
11240	event-tracking	notp
11241	pysolar	
11242	airporttime	notp
11243	asyncgui	tp
11244	ipynb	notp
11245	rel	
11246	sqruff	notp
11247	edx-ace	notp
11248	pyocd-pemicro	notp
11249	tensorflow-data-validation	
11250	types-invoke	notp
11251	ansi	notp
11252	3lc	
11253	sphinxext-rediraffe	tp
11254	cyksuid	notp
11255	mwtypes	notp
11256	h5grove	notp
11257	edx-search	notp
11258	jupysql-plugin	notp
11259	vat-utils	
11260	langchain-cerebras	tp
11261	logstash-formatter	notp
11262	uplink	tp
11263	edx-event-bus-kafka	notp
11264	openinference-instrumentation-portkey	notp
11265	types-pyfarmhash	notp
11266	dataclass-csv	notp
11267	pytest-container	tp
11268	adafruit-pureio	notp
11269	pproxy	notp
11270	apache-airflow-providers-common-messaging	notp
11271	htmlbuilder	notp
11272	jupyter-sphinx	tp
11273	mailman	
11274	types-atomicwrites	notp
11275	dagio	notp
11276	nbdev-sphinx	notp
11277	censys	notp
11278	sap-ai-sdk-gen	
11279	subprocrunner	notp
11280	pytest-xdist-worker-stats	tp
11281	tempenv	notp
11282	gs-quant	
11283	executorch	tp
11284	signal-processing-algorithms	notp
11285	edx-django-sites-extensions	notp
11286	airwaveapiclient	notp
11287	bridgekeeper	notp
11288	scikit-posthocs	notp
11289	flask-log-request-id	notp
11290	pytest-mpi	
11291	zope-globalrequest	notp
11292	kserve	notp
11293	uiautomation	notp
11294	sphinx-simplepdf	
11295	awsretry	notp
11296	lz4tools	notp
11297	debian-inspector	notp
11298	pytest-func-cov	notp
11299	openedx-filters	notp
11300	template-specialize	notp
11301	delorean	notp
11302	dbt-dremio	notp
11303	tiledb	tp
11304	openinference-instrumentation-pydantic-ai	notp
11305	qualang-tools	notp
11306	django-markdownx	notp
11307	edx-proctoring	notp
11308	pyalex	
11309	bioversions	notp
11310	flake8-pep3101	notp
11311	qmp	
11312	readthedocs-sphinx-ext	notp
11313	edx-when	notp
11314	openedx-calc	notp
11315	hikari	notp
11316	mockredispy	
11317	findiff	notp
11318	gnews	notp
11319	licenseheaders	notp
11320	composio-openai-agents	notp
11321	gmr	notp
11322	flightradarapi	notp
11323	excel-formulas-calculator	tp
11324	pptree	notp
11325	biip	tp
11326	streamlit-pdf	tp
11327	types-aiobotocore-timestream-query	notp
11328	ai-edge-litert-nightly	
11329	tox-gh	tp
11330	anticaptchaofficial	notp
11331	dbt-fabricspark	notp
11332	pygad	notp
11333	lightrag-hku	tp
11334	empty-files	notp
11335	pyffx	notp
11336	mack	
11337	mcp-server-qdrant	
11338	pytest-loop	
11339	os-resource-classes	
11340	ocsf-pydantic	notp
11341	django-sql-utils	notp
11342	cdict	
11343	onnx-simplifier	tp
11344	django-user-tasks	notp
11345	pyopenjtalk	tp
11346	lerobot	tp
11347	django-tastypie	notp
11348	skope-rules	
11349	hbreader	
11350	wn	tp
11351	abstra	
11352	zc-buildout	
11353	qreader	notp
11354	lunary	
11355	typing-validation	notp
11356	edx-sga	notp
11357	yubico-client	notp
11358	apache-airflow-providers-apache-pig	notp
11359	kcli	notp
11360	chem	notp
11361	nbtoolbelt	
11362	poml	
11363	bittensor	tp
11364	xblock-utils	notp
11365	djangosaml2idp	notp
11366	tox-docker	notp
11367	fusesoc	notp
11368	arcade-mcp-server	
11369	passagemath-coxeter3	notp
11370	xss-utils	notp
11371	kerchunk	notp
11372	pypyodbc	notp
11373	openinference-instrumentation-crewai	notp
11374	edx-tincan-py35	
11375	os-vif	
11376	prefixcommons	notp
11377	dagger-io	notp
11378	configparser2	notp
11379	foxglove-client	tp
11380	aspose-slides	
11381	py3nvml	notp
11382	types-aiobotocore-sagemaker	notp
11383	flare-capa	tp
11384	llama-index-vector-stores-azureaisearch	
11385	isocodes	tp
11386	drf-api-logger	notp
11387	eel	notp
11388	edx-completion	notp
11389	mediatype	notp
11390	unidep	tp
11391	llama-index-readers-google	
11392	uipath-platform	
11393	pyexcel-ods3	tp
11394	azure-cognitiveservices-knowledge-qnamaker	notp
11395	snappy-manifolds	notp
11396	pysodium	tp
11397	cloudsearch	
11398	scrapinghub	tp
11399	esp-idf-nvs-partition-gen	notp
11400	miniopy-async	notp
11401	pyexcel-ezodf	notp
11402	mysql-mimic	notp
11403	linode-cli	
11404	markdown-strings	notp
11405	scrapy-zyte-api	tp
11406	kreuzberg	tp
11407	sepaxml	notp
11408	cloudconvert	notp
11409	cli-mcp-server	notp
11410	sklearn-evaluation	notp
11411	timeout-sampler	notp
11412	sh-py	
11413	qoi	notp
11414	assemblyline-ui	notp
11415	dicom2nifti	notp
11416	inputs	notp
11417	langflow	notp
11418	edx-organizations	notp
11419	apideck-unify	notp
11420	case-convert	
11421	iso-639	notp
11422	nameko	notp
11423	codejail-includes	notp
11424	django-cid	
11425	dracopy	notp
11426	faster-eth-utils	notp
11427	django-method-override	
11428	edalize	notp
11429	stubs	notp
11430	ecs-deploy	notp
11431	antlr4-tools	
11432	mailer	
11433	conda-lock	tp
11434	openinference-instrumentation-vertexai	notp
11435	random-uk-bank-account	notp
11436	doroutes	
11437	pytest-fastapi-deps	notp
11438	dictknife	notp
11439	python-lsp-black	notp
11440	spyne	
11441	torchft-nightly	
11442	fprettify	notp
11443	prosemirror	tp
11444	openai-messages-token-helper	notp
11445	urduhack	notp
11446	ishex	notp
11447	pyddq	notp
11448	secscanner2junit	notp
11449	matrix-synapse	notp
11450	edx-bulk-grades	notp
11451	ansible-dev-environment	tp
11452	asynckivy	tp
11453	django-more-admin-filters	notp
11454	ansible-sign	tp
11455	patroni	tp
11456	batchgenerators	
11457	pyvrl	notp
11458	passagemath-categories	notp
11459	edx-event-bus-redis	notp
11460	skorch	
11461	pyrit	
11462	mouse	notp
11463	telegramify-markdown	tp
11464	checkhash	notp
11465	parfive	
11466	acid-xblock	notp
11467	cutlet	notp
11468	yasoo	notp
11469	django-summernote	notp
11470	yamlcore	
11471	imagededup	
11472	types-opencolorio	
11473	wandelbots-api-client	
11474	aws-cdk-aws-apigatewayv2-alpha	notp
11475	llama-index-llms-gemini	
11476	slumber	notp
11477	pysqlsync	notp
11478	tdewolff-minify	notp
11479	sqlalchemy-filters	notp
11480	pip-licenses-lib	tp
11481	edx-milestones	notp
11482	essential-generators	notp
11483	jake	notp
11484	qrdet	notp
11485	passagemath-objects	notp
11486	surrogate	
11487	rusket	tp
11488	environ-config	
11489	gigachat	notp
11490	netifaces2	notp
11491	help-tokens	notp
11492	apache-airflow-providers-edge3	notp
11493	python-libmaas	notp
11494	arthur-client	
11495	behavex-images	notp
11496	nostril-detector	notp
11497	asyncpg-trek	notp
11498	ocsf-lib	
11499	sqlalchemy-migrate	
11500	fft-conv-pytorch	notp
11501	types-boto3-sts	notp
11502	crowdsourcehinter-xblock	notp
11503	mabwiser	notp
11504	apache-airflow-providers-apache-iceberg	notp
11505	ib-async	notp
11506	enmerkar-underscore	notp
11507	apache-airflow-providers-openfaas	notp
11508	wagtail-factories	notp
11509	dagster-mysql	
11510	ansible-dev-tools	tp
11511	python-irodsclient	notp
11512	xdsl	notp
11513	ida-netnode	notp
11514	json-flattener	notp
11515	done-xblock	notp
11516	smoldot-light	notp
11517	jsonasobj2	notp
11518	eurostat	
11519	pyvi	notp
11520	bandit-sarif-formatter	notp
11521	smbus	
11522	strip-ansi	notp
11523	esp-idf-panic-decoder	notp
11524	pynrrd	notp
11525	recordtype	
11526	dolphin-memory-engine	tp
11527	types-aiobotocore-organizations	notp
11528	id-phonenumbers	notp
11529	snowflake-connector-python-nightly	tp
11530	pulsectl	notp
11531	aioprocessing	notp
11532	cdktf-cdktf-provider-datadog	notp
11533	spf2ip	notp
11534	openedx-forum	notp
11535	treeswift	notp
11536	twilio-stubs	notp
11537	bdbag	
11538	apig-wsgi	tp
11539	tobiko-cloud-helpers	
11540	bettermap	notp
11541	galaxy-util	notp
11542	knot-floer-homology	notp
11543	grafana-django-saml2-auth	
11544	super-csv	notp
11545	http-sf	tp
11546	cvat-sdk	tp
11547	mac-alias	notp
11548	shinyswatch	notp
11549	wtforms-sqlalchemy	tp
11550	django-user-sessions	notp
11551	cohere-compass-sdk	
11552	jsonable	notp
11553	foundry-local-sdk	notp
11554	types-aiobotocore-bedrock-agent	notp
11555	python-freeipa	
11556	globre	notp
11557	recommender-xblock	notp
11558	cotengra	tp
11559	gandlf	
11560	tma-authenticator	
11561	mwxml	notp
11562	para	
11563	pip2pi	notp
11564	large-image	notp
11565	peakutils	
11566	sap-ai-sdk-core	
11567	monotonic-alignment-search	tp
11568	pytest-logging	notp
11569	mdformat-black	notp
11570	staff-graded-xblock	notp
11571	laion-clap	notp
11572	mad-prefect	
11573	sysrsync	notp
11574	pytest-rich	tp
11575	toon-format	tp
11576	flexpolyline	notp
11577	opuslib	notp
11578	betterproto2-compiler	tp
11579	wsme	
11580	apache-airflow-providers-apache-kylin	notp
11581	django-ace	notp
11582	openedx-django-wiki	notp
11583	apache-airflow-providers-apache-drill	notp
11584	brokenaxes	tp
11585	multipart-reader	notp
11586	types-first	notp
11587	ulid	notp
11588	panns-inference	notp
11589	openedx-django-require	
11590	django-decorator-include	notp
11591	blurhash-python	
11592	pytest-threadleak	notp
11593	mwcli	notp
11594	django-compression-middleware	notp
11595	pypi	
11596	apache-airflow-providers-pgvector	notp
11597	pypugjs	notp
11598	olxcleaner	notp
11599	honeycomb-beeline	notp
11600	xblock-drag-and-drop-v2	notp
11601	webp	notp
11602	nominal	notp
11603	hdmf-zarr	notp
11604	llama-index-vector-stores-elasticsearch	
11605	keboola-component	notp
11606	pygments-styles	tp
11607	cuequivariance	
11608	cppimport	notp
11609	apache-airflow-providers-weaviate	notp
11610	django-easy-audit	notp
11611	snakemake-interface-executor-plugins	
11612	mixbox	notp
11613	xblock-google-drive	notp
11614	xblock-poll	notp
11615	hepconvert	tp
11616	pydantic-geojson	tp
11617	environment-kernels	
11618	zaproxy	tp
11619	nextmock	notp
11620	flask-awscognito	notp
11621	apache-airflow-providers-singularity	notp
11622	cybox	notp
11623	jsonasobj	notp
11624	tfa-nightly	
11625	asgi-ratelimit	
11626	cognee	notp
11627	unipath	notp
11628	hatch-mypyc	
11629	pipablepytorch3d	notp
11630	linode-api4	tp
11631	dijkstar	notp
11632	coal-library	tp
11633	colpali-engine	tp
11634	alibabacloud-sas20181203	notp
11635	auth	
11636	types-aiobotocore-servicediscovery	notp
11637	stix	notp
11638	auraloss	notp
11639	speaklater	notp
11640	django-clickhouse-backend	tp
11641	river	tp
11642	drf-access-policy	notp
11643	dlt-runtime	
11644	edam-ontology	notp
11645	ramp-packer	
11646	spsdk-pyocd	tp
11647	metaflow-checkpoint	
11648	quickchart-io	notp
11649	pymorphy3-dicts-uk	notp
11650	djade	tp
11651	mitmproxy-macos	
11652	random-address	notp
11653	xkcdpass	notp
11654	urlpath	notp
11655	maturin-import-hook	tp
11656	python-geoip	notp
11657	tensorflow-macos	
11658	mistral-vibe	tp
11659	flake8-executable	notp
11660	weblate-language-data	tp
11661	contentful-management	notp
11662	yeref	
11663	pybids	tp
11664	tobiko-cloud-api-client	
11665	trulens-core	notp
11666	pymgclient	notp
11667	requests-hardened	tp
11668	uxarray	tp
11669	snakemake-interface-report-plugins	
11670	conda-inject	
11671	dask-glm	tp
11672	dlthub	
11673	convertbng	tp
11674	alibabacloud-cs20151215	notp
11675	pytest-stub	notp
11676	robotframework-archivelibrary	notp
11677	ms-swift	notp
11678	flet-cli	tp
11679	uv-sort	tp
11680	re-assert	notp
11681	mailslurp-client	
11682	garmin-fit-sdk	notp
11683	wikitextparser	notp
11684	fingerprint-pro-server-api-sdk	tp
11685	ddsp	
11686	ds-store	notp
11687	criteo-api-retailmedia-sdk	notp
11688	aws-cdk-aws-msk-alpha	notp
11689	mobsfscan	notp
11690	openfermion	
11691	httpdbg	tp
11692	metar-taf-parser-mivek	notp
11693	novu	
11694	django-bootstrap-datepicker-plus	tp
11695	chargehound	
11696	beets	tp
11697	intbitset	tp
11698	tetgen	tp
11699	shot-scraper	tp
11700	alibabacloud-rds20140815	notp
11701	salt	
11702	alipay-sdk-python	notp
11703	localstack-extension-platform-observability	notp
11704	brother-ql-inventree	tp
11705	amalgam-lang	tp
11706	httpx-socks	notp
11707	rootpath	notp
11708	cityseer	tp
11709	daal4py	notp
11710	raindrop-ai	
11711	linopy	tp
11712	matplotlib-label-lines	notp
11713	percy-selenium	notp
11714	flex	notp
11715	teeplot	notp
11716	actions-python-core	tp
11717	wetextprocessing	notp
11718	apache-airflow-providers-pinecone	notp
11719	mdformat-deflist	notp
11720	changepy	notp
11721	bootstrapped	notp
11722	dagster-ssh	
11723	demisto-sdk	
11724	pyjsg	notp
11725	scipp	tp
11726	pytrec-eval	
11727	pyescrypt	
11728	trustmark	notp
11729	flynt	notp
11730	secops	notp
11731	pyjdbc	notp
11732	streamlit-nightly	tp
11733	feedgenerator	tp
11734	fcmaes	tp
11735	types-grpcio-status	notp
11736	alibabacloud-ram20150501	notp
11737	nvidia-nvvm	
11738	dex-retargeting	tp
11739	cutensor-cu13	
11740	pyshex	notp
11741	scrapy-splash	tp
11742	aspose-cells	
11743	powerlaw	
11744	enterprise-integrated-channels	notp
11745	geode-numerics	
11746	autogluon-vision	notp
11747	static	
11748	pytest-integration-mark	notp
11749	poetry-plugin-sort	notp
11750	mkdocs-same-dir	tp
11751	datarobot-mlops	
11752	janitor-rs	
11753	neuralprophet	notp
11754	stopwatch-py	notp
11755	fuzzfetch	notp
11756	django-zxcvbn-password-validator	notp
11757	abstract-webtools	notp
11758	doppler-env	notp
11759	django-nested-inline	notp
11760	inventree-brother-plugin	notp
11761	xclim	tp
11762	keyphrase-vectorizers	notp
11763	slack-webhook	notp
11764	signalwire	notp
11765	shexjsg	notp
11766	azure-databricks-api	notp
11767	griffe-pydantic	notp
11768	dwave-optimization	notp
11769	openslide-bin	tp
11770	pytest-pudb	notp
11771	adafruit-circuitpython-connectionmanager	notp
11772	molecule-vagrant	notp
11773	watermark	notp
11774	logfmt	
11775	aresponses	notp
11776	types-jwt	notp
11777	pastescript	
11778	sample-helper-aws-appconfig	notp
11779	databend-driver	tp
11780	nbdev-stdlib	notp
11781	polars-hash	notp
11782	cdktf-cdktf-provider-google	notp
11783	cassandra-sigv4	notp
11784	bagit-profile	notp
11785	pyaxmlparser	notp
11786	nautobot-floor-plan	tp
11787	openinference-instrumentation-dspy	notp
11788	django-admin-env-notice	notp
11789	pyshexc	notp
11790	fair-esm	notp
11791	whitebox	notp
11792	siphash	notp
11793	reprint	notp
11794	tls-parser	
11795	barectf	
11796	cuallee	notp
11797	htmlparser	notp
11798	statsd-python	
11799	dagster-fivetran	
11800	nbdev-pytorch	notp
11801	mkdocs-drawio	tp
11802	xpresslibs	
11803	llama-index-embeddings-ibm	
11804	aws-sdk-bedrock-runtime	
11805	pybluez	
11806	geode-background	
11807	myskoda	
11808	django-opensearch-dsl	notp
11809	pylast	tp
11810	inspect2	notp
11811	protoc-wheel-0	
11812	f5-tts	tp
11813	pygeotile	notp
11814	projen	tp
11815	odmantic	tp
11816	sap-ai-sdk-base	
11817	coqpit-config	tp
11818	ccy	
11819	rest-condition	notp
11820	tinybird	
11821	pyrfc6266	notp
11822	cydifflib	tp
11823	quart-babel	notp
11824	llama-index-llms-ibm	
11825	pytest-aio	notp
11826	arcade-tdk	
11827	adapters	notp
11828	json-five	notp
11829	azure-mgmt-machinelearningservices	notp
11830	sherpa-onnx-core	
11831	factorio-rcon-py	notp
11832	inboard	tp
11833	alibabacloud-oss-util	notp
11834	icsneopy	
11835	litdata	notp
11836	feather-format	notp
11837	rpi-gpio	
11838	hume	notp
11839	robosuite	tp
11840	ed25519-blake2b	notp
11841	decompyle3	notp
11842	sentry-kafka-schemas	
11843	django-user-accounts	notp
11844	cudensitymat-cu13	notp
11845	circular-imports	
11846	custatevec-cu13	notp
11847	wtforms-alchemy	notp
11848	auth0-api-python	
11849	cdp-sdk	
11850	colour-runner	notp
11851	arcade-core	
11852	aiocmd	
11853	socketsecurity	
11854	igwn-ligolw	
11855	cutensornet-cu13	notp
11856	ufo2ft	tp
11857	ptera	notp
11858	pydantic-mongo	notp
11859	smtpapi	notp
11860	rdflib-shim	
11861	mkdocs-htmlproofer-plugin	notp
11862	pyfacer	notp
11863	blurb	tp
11864	mt5linux	notp
11865	geemap	notp
11866	collate-dbt-artifacts-parser	notp
11867	types-aiobotocore-bedrock-agentcore	notp
11868	nbdev-scipy	notp
11869	dargs	notp
11870	rdata	notp
11871	fastapi-profiler	
11872	types-click-spinner	notp
11873	clingo	notp
11874	dash-renderer	
11875	diskcache-stubs	notp
11876	dagster-msteams	
11877	persist-queue	notp
11878	flask-security	tp
11879	rensa	tp
11880	verticapy	notp
11881	pyats-robot	
11882	tincan	
11883	click-shell	notp
11884	jedi-language-server	notp
11885	fancyimpute	notp
11886	kolo	notp
11887	rdkit-pypi	notp
11888	pyion2json	notp
11889	scc-firewall-manager-sdk	
11890	pep562	notp
11891	pychromecast	notp
11892	bunch-py3	
11893	asyncpraw	
11894	crate	notp
11895	maseya-z3pr	notp
11896	sparqlslurper	
11897	asknews	tp
11898	genie-libs-robot	
11899	frozen-flask	notp
11900	xlib	notp
11901	taskiq-fastapi	
11902	sftpretty	notp
11903	django-reversion-compare	notp
11904	openjd-model	tp
11905	kcidb-io	tp
11906	lambdapdk	tp
11907	wordsegment	
11908	dhanhq	
11909	doclayout-yolo	
11910	oxylabs	
11911	sqlalchemy-solr	
11912	minilog	
11913	paddlepaddle-gpu	notp
11914	aws-parallelcluster	notp
11915	knnimpute	notp
11916	datasette	tp
11917	aws-cdk-aws-apigatewayv2-integrations-alpha	notp
11918	django-session-timeout	notp
11919	gron	notp
11920	sunpy	tp
11921	pyspark-extension	tp
11922	exitstatus	notp
11923	autogluon-text	notp
11924	zope-testrunner	notp
11925	mkl-static	
11926	fastapi-jwt-auth	notp
11927	titiler-core	notp
11928	pytest-reverse	tp
11929	pydantic-numpy	notp
11930	silx	
11931	nested-diff	tp
11932	python-cmr	tp
11933	datarobot-storage	
11934	ell-ai	notp
11935	dictpath	tp
11936	cuda-tile	notp
11937	ttach	notp
11938	pytest-embedded	notp
11939	agentscope	notp
11940	soundex	notp
11941	jinjasql2	notp
11942	maplibre	
11943	ragaai-catalyst	
11944	smplx	
11945	firconv	notp
11946	cppyy-cling	
11947	censusgeocode	notp
11948	drf-excel	tp
11949	pybigtools	tp
11950	invenio-rest	notp
11951	biplist	
11952	django-redis-cache	notp
11953	teamhack-nmap	
11954	cursive	
11955	pyinstrument-cext	notp
11956	obspy	notp
11957	genie-telemetry	
11958	elasticsearch5	notp
11959	inbq	
11960	types-olefile	notp
11961	azure-ai-agentserver-core	notp
11962	tf-estimator-nightly	
11963	freeze-core	tp
11964	flake8-typing-imports	notp
11965	django-multidb-router	notp
11966	aurora-data-api	notp
11967	leveldb	
11968	sphinxcontrib-blockdiag	notp
11969	databricks-utils	notp
11970	imgui-bundle	notp
11971	gffutils	notp
11972	pytest-pikachu	notp
11973	comfy-cli	tp
11974	exit-codes	notp
11975	quick-start	notp
11976	rfswarm-agent	notp
11977	typhoon-rainflow	
11978	doweb	
11979	types-pynamodb	
11980	types-geopandas	notp
11981	mock-firestore	notp
11982	drjit	notp
11983	flake8-unused-arguments	notp
11984	sphinx-press-theme	
11985	aiosql	notp
11986	blaze	
11987	binho-host-adapter	
11988	testgres	tp
11989	types-peewee	notp
11990	valohai-papi	
11991	llama-index-readers-jira	
11992	cppclean	notp
11993	mocket	notp
11994	lithops	notp
11995	esda	tp
11996	whiteboxgui	notp
11997	atlas-doc-parser	notp
11998	sumtypes	notp
11999	sure	notp
12000	mdformat-ruff	notp
12001	alibabacloud-sls20201230	notp
12002	cantera	tp
12003	ott-jax	tp
12004	certbot-nginx	notp
12005	git-changelog	notp
12006	qiskit-algorithms	tp
12007	liquidctl	notp
12008	amazon-braket-default-simulator	tp
12009	django-resized	notp
12010	snscrape	notp
12011	fastapi-sessions	notp
12012	arcade-serve	
12013	slixmpp	
12014	rucio-clients	notp
12015	aiohttp-swagger	notp
12016	mkdocs-coverage	notp
12017	openfeature-provider-flagsmith	
12018	pydirectinput	notp
12019	django-heroku	notp
12020	pybammsolvers	
12021	infisical-python	
12022	jsonpath-rust-bindings	
12023	office-word-mcp-server	notp
12024	django-invitations	notp
12025	pyvcf	notp
12026	pytest-codeblocks	notp
12027	pulsar-galaxy-lib	tp
12028	python-levenshtein-wheels	notp
12029	glyphslib	tp
12030	flow-vis	notp
12031	testslide	notp
12032	lumibot	notp
12033	python-rtmidi	notp
12034	termplotlib	notp
12035	django-tenant-users	notp
12036	awslabs-iam-mcp-server	tp
12037	cdktf-cdktf-provider-null	notp
12038	joblib-stubs	tp
12039	xblocks-contrib	notp
12040	redmail	notp
12041	haikunator	notp
12042	jsonapi-requests	notp
12043	graphrag	notp
12044	proxsuite	tp
12045	lscsoft-glue	
12046	smclarify	
12047	fastapi-versioning	notp
12048	genie-trafficgen	
12049	libcuvs-cu12	notp
12050	opencensus-ext-sqlalchemy	notp
12051	dragonfly-energy	notp
12052	pyavm	notp
12053	cylp	tp
12054	parametrize	notp
12055	tinys3	
12056	python-didl-lite	tp
12057	robotframework-jsonvalidator	notp
12058	ob-project-utils	
12059	neo	notp
12060	mdit-plain	notp
12061	svgutils	
12062	django-click	tp
12063	euclid3	
12064	aws-cdk-aws-apprunner-alpha	notp
12065	spsdk-mcu-link	tp
12066	silpa-common	
12067	redislite	notp
12068	pyais	notp
12069	assemblyline-service-client	notp
12070	fastapi-cloudauth	notp
12071	capsolver	
12072	os-win	
12073	git-remote-s3	notp
12074	hana-ml	notp
12075	hug	notp
12076	gitignorant	tp
12077	tiktok-business-api-sdk-official	notp
12078	snakemake-interface-logger-plugins	
12079	gravity	notp
12080	punq	notp
12081	deflate-dict	notp
12082	pytricia	notp
12083	webexpythonsdk	tp
12084	pytest-async	
12085	types-aiobotocore-codebuild	notp
12086	pyshadow	notp
12087	odc-stac	notp
12088	sphn	tp
12089	chroma-mcp	notp
12090	unrar	notp
12091	pyspiral	
12092	flup	
12093	pyats-contrib	
12094	sort-lines	tp
12095	ops-scenario	tp
12096	rqdatac	
12097	winrt-windows-devices-radios	notp
12098	pyleri	notp
12099	graphql-sync-dataloaders	notp
12100	aws-cron-expression-validator	notp
12101	aliyun-log-fastpb	
12102	fastcluster	
12103	gstools-cython	notp
12104	soda-core-athena	
12105	pysha3	notp
12106	cronitor	notp
12107	nvidia-modelopt-core	notp
12108	rwslib	tp
12109	zhdate	notp
12110	aoe2rec-py	
12111	django-typer	tp
12112	miniupnpc	
12113	seqlog	tp
12114	nvdlib	notp
12115	azure-ai-agentserver-agentframework	notp
12116	pm4py	notp
12117	cdktf-cdktf-provider-newrelic	notp
12118	guacamole	notp
12119	dparse2	notp
12120	pyscard	tp
12121	coralogix-opentelemetry	
12122	foundry-platform-sdk	notp
12123	flytekitplugins-pod	
12124	mandrill	
12125	py-lets-be-rational	
12126	aioredlock	notp
12127	mrjob	notp
12128	pyobvector	tp
12129	mitsuba	notp
12130	python-jsonrpc-server	notp
12131	kanaries-track	
12132	mkdocs-puml	notp
12133	canvasapi	notp
12134	pyrr	notp
12135	python-magnumclient	
12136	tf-slim	notp
12137	earthkit-data	notp
12138	exasol-integration-test-docker-environment	notp
12139	renew	
12140	tockloader	notp
12141	jira2markdown	notp
12142	prophy	notp
12143	compress-json	notp
12144	django-service-objects	notp
12145	fspath	notp
12146	pyspark-nested-functions	tp
12147	sonora	notp
12148	aws-arn	tp
12149	dict-hash	notp
12150	conventional-pre-commit	tp
12151	oslo-limit	
12152	diffq	notp
12153	llama-index-utils-workflow	
12154	pylint-venv	notp
12155	asyncprawcore	tp
12156	breez-sdk-spark	notp
12157	deadline	tp
12158	sqlalchemy-vertica	notp
12159	perpetual	
12160	cdktf-cdktf-provider-tls	notp
12161	temp	notp
12162	duckdb-extensions	tp
12163	pyicumessageformat	notp
12164	molecule-multipass	
12165	pydantic-tes	notp
12166	isa-rwval	notp
12167	aeventkit	tp
12168	httpxr	notp
12169	fastapi-socketio	notp
12170	libpci	notp
12171	blacksheep	notp
12172	ur-rtde	
12173	python-xsense	notp
12174	flip-evaluator	notp
12175	jupyter-collaboration	tp
